,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
383,Vistara,Kolkata,Banglore,930,1,No info,8452,1,5,7
384,Multiple carriers,Delhi,Cochin,690,1,No info,12524,6,6,7
385,SpiceJet,Chennai,Kolkata,140,0,No info,3384,27,3,18
386,Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,10262,1,6,19
387,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,18,6,13
388,IndiGo,Kolkata,Banglore,155,0,No info,4804,18,5,22
389,Jet Airways,Delhi,Cochin,1485,1,No info,16079,27,5,18
390,Jet Airways,Delhi,Cochin,1295,2,No info,13292,1,6,21
391,Air Asia,Delhi,Cochin,330,1,No info,6751,9,5,8
392,Air India,Delhi,Cochin,735,1,No info,8669,15,5,7
393,IndiGo,Delhi,Cochin,485,1,No info,14871,3,3,17
394,Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,12898,21,5,14
395,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3919,6,6,9
396,Multiple carriers,Delhi,Cochin,385,1,No info,36983,1,3,13
397,IndiGo,Chennai,Kolkata,140,0,No info,3597,3,6,20
398,Air India,Banglore,New Delhi,165,0,No info,10741,9,3,17
399,Air India,Kolkata,Banglore,765,2,No info,11432,6,6,17
400,Jet Airways,Banglore,New Delhi,950,1,In-flight meal not included,11087,12,3,19
401,Jet Airways,Delhi,Cochin,1620,2,No info,13292,3,6,10
402,Air India,Delhi,Cochin,1585,3,No info,10493,15,6,5
403,GoAir,Banglore,New Delhi,175,0,No info,7631,9,3,8
404,Air India,Delhi,Cochin,1490,2,No info,13381,6,6,7
405,Jet Airways,Kolkata,Banglore,520,1,No info,13731,6,6,20
406,Air India,Delhi,Cochin,1545,2,No info,11911,21,5,6
407,IndiGo,Banglore,Delhi,170,0,No info,4591,18,4,23
408,Multiple carriers,Delhi,Cochin,375,1,No info,14848,3,6,13
409,Multiple carriers,Delhi,Cochin,630,1,No info,8266,12,6,9
410,Air India,Delhi,Cochin,1560,2,No info,12392,18,5,17
411,Jet Airways,Kolkata,Banglore,1025,1,No info,13044,12,6,19
412,Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,12898,21,5,7
413,Jet Airways,Delhi,Cochin,335,1,No info,12242,21,3,23
414,IndiGo,Banglore,Delhi,170,0,No info,3943,18,5,10
415,Vistara,Kolkata,Banglore,1550,1,No info,11105,24,3,20
416,Jet Airways,Kolkata,Banglore,730,1,No info,14388,12,5,21
417,Jet Airways,Delhi,Cochin,1025,2,No info,13014,18,5,19
418,Multiple carriers,Delhi,Cochin,510,1,No info,15411,6,3,10
419,Jet Airways,Delhi,Cochin,1385,1,No info,16289,9,3,20
420,IndiGo,Delhi,Cochin,560,1,No info,6442,15,5,7
421,Jet Airways,Kolkata,Banglore,475,1,In-flight meal not included,10844,18,5,8
422,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,18,5,10
423,IndiGo,Banglore,Delhi,170,0,No info,6906,12,4,23
424,SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,21,5,10
425,Jet Airways,Delhi,Cochin,600,1,No info,14714,6,6,9
426,Vistara Premium economy,Banglore,New Delhi,155,0,No info,11793,3,3,16
427,Multiple carriers,Delhi,Cochin,465,1,No info,14323,15,5,11
428,SpiceJet,Banglore,Delhi,175,0,No info,3971,9,4,21
429,Vistara,Kolkata,Banglore,1580,1,No info,8452,6,5,20
430,Vistara,Banglore,Delhi,160,0,No info,5403,12,4,7
431,Multiple carriers,Delhi,Cochin,660,1,No info,13727,9,5,10
432,Air India,Kolkata,Banglore,1165,2,No info,12639,1,4,10
433,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5198,18,4,15
434,Vistara,Banglore,Delhi,165,0,No info,4878,1,6,19
435,Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,12373,18,5,20
436,Multiple carriers,Delhi,Cochin,540,1,In-flight meal not included,8552,3,3,7
437,Vistara,Delhi,Cochin,190,0,No info,6741,21,4,15
438,Multiple carriers,Delhi,Cochin,385,1,No info,6481,9,4,13
439,Multiple carriers,Delhi,Cochin,520,1,No info,7354,6,6,11
440,Air India,Banglore,Delhi,170,0,No info,5228,21,4,21
441,Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,10844,12,5,8
442,IndiGo,Delhi,Cochin,320,1,No info,6347,18,5,7
443,Air India,Banglore,New Delhi,240,1,No info,5013,15,3,8
444,Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,9663,9,6,19
445,IndiGo,Banglore,Delhi,175,0,No info,4823,6,4,18
446,Air India,Delhi,Cochin,1580,2,No info,13381,24,6,17
447,SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,1,6,10
448,Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,9663,15,5,19
449,Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,7064,1,4,19
450,Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,10262,9,6,7
451,Air India,Delhi,Cochin,500,2,No info,13013,1,6,11
452,Jet Airways,Delhi,Cochin,1045,2,No info,15339,27,6,19
453,GoAir,Banglore,Delhi,170,0,No info,4937,18,4,12
454,IndiGo,Delhi,Cochin,425,1,No info,6818,6,6,5
455,Air India,Delhi,Cochin,1275,2,No info,10441,18,5,22
456,Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,5177,3,4,14
457,IndiGo,Chennai,Kolkata,145,0,No info,3858,27,6,12
458,IndiGo,Kolkata,Banglore,315,1,No info,6534,18,5,21
459,Multiple carriers,Delhi,Cochin,910,1,No info,6795,15,6,10
460,Multiple carriers,Delhi,Cochin,705,1,No info,9736,3,6,7
461,Jet Airways,Banglore,Delhi,180,0,No info,7229,1,5,20
462,SpiceJet,Delhi,Cochin,295,1,No info,4957,24,4,18
463,IndiGo,Banglore,New Delhi,165,0,No info,7648,9,3,6
464,SpiceJet,Kolkata,Banglore,150,0,No info,3873,15,6,15
465,Jet Airways,Kolkata,Banglore,585,1,No info,14388,12,5,19
466,IndiGo,Kolkata,Banglore,160,0,No info,5618,6,3,17
467,Multiple carriers,Delhi,Cochin,390,1,No info,7408,9,6,19
468,Air Asia,Delhi,Cochin,330,1,No info,13774,3,3,17
469,Vistara,Banglore,Delhi,160,0,No info,4668,3,5,7
470,Jet Airways,Delhi,Cochin,2045,2,No info,13082,21,3,18
471,Air India,Delhi,Cochin,925,1,No info,8669,3,6,4
472,IndiGo,Delhi,Cochin,570,1,No info,6316,24,6,16
473,Jet Airways,Delhi,Cochin,365,1,In-flight meal not included,12583,6,3,22
474,Vistara,Banglore,New Delhi,160,0,No info,7923,9,3,16
475,GoAir,Delhi,Cochin,350,1,No info,7378,3,3,7
476,Vistara,Banglore,Delhi,165,0,No info,4878,3,6,19
477,Jet Airways,Kolkata,Banglore,1640,1,In-flight meal not included,10844,18,5,16
478,Jet Airways,Banglore,Delhi,180,0,No info,7229,3,4,8
479,SpiceJet,Delhi,Cochin,315,1,No info,6297,21,5,6
480,Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,8529,12,6,20
481,Multiple carriers,Delhi,Cochin,420,1,No info,13727,18,5,14
482,SpiceJet,Kolkata,Banglore,520,1,No info,6643,24,5,9
483,Multiple carriers,Delhi,Cochin,540,1,No info,10197,9,5,10
484,SpiceJet,Kolkata,Banglore,140,0,No info,4911,21,4,22
485,IndiGo,Chennai,Kolkata,140,0,No info,6482,6,3,5
486,Jet Airways,Banglore,New Delhi,380,1,No info,26890,1,3,9
487,IndiGo,Kolkata,Banglore,265,1,No info,3717,18,5,19
488,IndiGo,Chennai,Kolkata,140,0,No info,3597,1,6,13
489,Air India,Banglore,New Delhi,665,2,No info,10846,18,3,11
490,Air India,Banglore,New Delhi,1015,1,No info,14069,1,3,6
491,Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,5177,1,4,23
492,Air India,Delhi,Cochin,1545,2,No info,14641,6,3,6
493,IndiGo,Delhi,Cochin,835,1,No info,6442,6,6,9
494,Air India,Delhi,Cochin,315,1,No info,5704,21,3,18
495,Jet Airways,Kolkata,Banglore,1155,1,In-flight meal not included,9663,6,5,14
496,Jet Airways,Delhi,Cochin,450,1,No info,14714,6,6,21
497,Jet Airways,Delhi,Cochin,540,1,In-flight meal not included,5406,1,4,10
498,Vistara,Kolkata,Banglore,1440,1,No info,8610,15,5,20
499,Jet Airways,Delhi,Cochin,1090,2,No info,14237,12,6,18
500,IndiGo,Banglore,Delhi,175,0,No info,4823,9,6,7
501,IndiGo,Mumbai,Hyderabad,90,0,No info,2227,27,3,20
502,Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,12373,18,5,7
503,Air India,Delhi,Cochin,375,1,No info,8372,6,6,13
504,Jet Airways,Delhi,Cochin,870,1,No info,17024,3,3,14
505,Air India,Mumbai,Hyderabad,80,0,No info,3100,27,5,21
506,Jet Airways,Delhi,Cochin,775,1,In-flight meal not included,14053,9,3,7
507,IndiGo,Chennai,Kolkata,145,0,No info,3540,9,5,5
508,Vistara,Kolkata,Banglore,1350,1,No info,9345,21,5,20
509,Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,10368,1,6,5
510,Jet Airways,Banglore,New Delhi,325,1,No info,26890,1,3,7
511,SpiceJet,Mumbai,Hyderabad,85,0,No info,5755,9,3,9
512,Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,7832,21,3,9
513,Jet Airways,Kolkata,Banglore,740,1,No info,14388,6,5,8
514,Air India,Delhi,Cochin,1210,2,No info,8839,27,6,13
515,Air India,Delhi,Cochin,1275,2,No info,22096,3,3,22
516,Vistara,Chennai,Kolkata,135,0,No info,3687,27,5,7
517,Multiple carriers,Delhi,Cochin,630,1,No info,9627,15,5,8
518,Multiple carriers,Delhi,Cochin,845,1,No info,13542,21,3,11
519,IndiGo,Banglore,Delhi,170,0,No info,4423,27,4,4
520,IndiGo,Delhi,Cochin,985,2,No info,8899,3,3,5
521,SpiceJet,Delhi,Cochin,315,1,No info,5583,21,4,6
522,Air Asia,Delhi,Cochin,830,1,No info,6752,27,5,17
523,SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,21,5,8
524,Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,7832,21,3,8
525,Air India,Kolkata,Banglore,1625,2,No info,10991,1,5,6
526,Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,12898,27,5,9
527,Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,12898,27,5,14
528,GoAir,Banglore,Delhi,170,0,No info,3398,24,5,12
529,Air India,Delhi,Cochin,170,0,No info,5201,24,4,5
530,Air India,Kolkata,Banglore,920,2,No info,13873,6,5,10
531,Air India,Delhi,Cochin,320,1,No info,7384,15,6,18
532,Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,10262,6,6,18
533,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,10031,24,3,8
534,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12384,6,5,10
535,Jet Airways,Kolkata,Banglore,1690,1,In-flight meal not included,7757,9,5,14
536,Jet Airways,Banglore,New Delhi,840,1,No info,17261,6,3,21
537,SpiceJet,Chennai,Kolkata,155,0,No info,7298,1,3,9
538,Jet Airways,Banglore,Delhi,175,0,No info,7229,6,4,15
539,IndiGo,Kolkata,Banglore,155,0,No info,4174,1,4,5
540,IndiGo,Kolkata,Banglore,280,1,No info,5699,18,5,18
541,Air India,Kolkata,Banglore,150,0,No info,4880,24,4,14
542,Air India,Delhi,Cochin,675,1,No info,15284,6,3,8
543,Jet Airways,Kolkata,Banglore,475,1,No info,13759,24,3,8
544,Vistara,Kolkata,Banglore,530,1,No info,16092,24,3,10
545,IndiGo,Mumbai,Hyderabad,85,0,No info,4392,9,3,6
546,Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,10262,24,6,21
547,SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,12,6,7
548,GoAir,Banglore,Delhi,175,0,No info,5048,1,6,8
549,Air India,Kolkata,Banglore,805,1,No info,11096,21,5,7
550,IndiGo,Delhi,Cochin,275,1,No info,5073,24,4,8
551,Jet Airways,Delhi,Cochin,1110,1,No info,19828,3,3,10
552,Vistara,Chennai,Kolkata,135,0,No info,3739,21,3,7
553,Air India,Delhi,Cochin,2295,2,No info,10598,9,3,5
554,Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,7229,15,6,19
555,Vistara,Kolkata,Banglore,1550,1,No info,8610,1,4,17
556,Vistara,Delhi,Cochin,190,0,No info,6216,9,5,15
557,Air India,Banglore,Delhi,170,0,No info,6961,9,6,13
558,Jet Airways,Kolkata,Banglore,690,1,In-flight meal not included,10703,6,5,10
559,Jet Airways,Kolkata,Banglore,395,1,No info,14151,15,5,17
560,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,8586,9,5,6
561,IndiGo,Kolkata,Banglore,155,0,No info,4488,12,4,20
562,Multiple carriers,Delhi,Cochin,450,1,No info,7408,15,6,18
563,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,5443,18,4,11
564,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,10539,12,6,10
565,Multiple carriers,Delhi,Cochin,750,1,No info,7723,1,6,13
566,Multiple carriers,Delhi,Cochin,680,1,No info,15411,6,3,7
567,Jet Airways,Banglore,Delhi,180,0,No info,7229,21,5,7
568,IndiGo,Kolkata,Banglore,155,0,No info,4804,21,6,20
569,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4050,3,3,3
570,Jet Airways,Kolkata,Banglore,1570,1,No info,14151,18,5,17
571,SpiceJet,Delhi,Cochin,295,1,No info,4957,6,4,18
572,Air India,Banglore,New Delhi,165,0,No info,7591,3,3,21
573,Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,11134,24,3,14
574,IndiGo,Delhi,Cochin,425,1,No info,6600,27,5,5
575,Air India,Banglore,New Delhi,165,0,No info,4966,9,3,21
576,Air India,Delhi,Cochin,1490,2,No info,15481,1,6,7
577,SpiceJet,Kolkata,Banglore,140,0,No info,5515,1,3,22
578,Jet Airways,Delhi,Cochin,660,1,No info,14714,15,6,8
579,GoAir,Delhi,Cochin,540,1,No info,4959,15,6,11
580,Jet Airways,Banglore,Delhi,175,0,No info,7229,21,4,11
581,Air India,Delhi,Cochin,185,0,No info,6094,15,5,18
582,Air Asia,Kolkata,Banglore,155,0,No info,4409,24,4,10
583,Multiple carriers,Delhi,Cochin,780,1,No info,9794,18,5,6
584,Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,3,4,3
585,IndiGo,Delhi,Cochin,455,1,No info,6442,15,6,9
586,Vistara,Banglore,Delhi,160,0,No info,4878,18,5,7
587,Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,12446,24,3,21
588,Jet Airways,Delhi,Cochin,1760,2,No info,16704,9,5,23
589,Jet Airways,Banglore,New Delhi,300,1,In-flight meal not included,9134,15,3,6
590,Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,8586,15,5,20
591,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7229,1,6,7
592,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6144,21,4,7
593,Air India,Banglore,Delhi,165,0,No info,6961,18,5,10
594,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,10844,9,5,16
595,IndiGo,Chennai,Kolkata,140,0,No info,3597,21,5,20
596,SpiceJet,Banglore,New Delhi,475,1,No info,7139,21,3,10
597,Air India,Mumbai,Hyderabad,1775,2,No info,25139,6,3,10
598,Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,10368,1,6,10
599,Air India,Delhi,Cochin,765,1,No info,5117,6,4,21
600,Multiple carriers,Delhi,Cochin,455,1,No info,9211,18,5,12
601,SpiceJet,Kolkata,Banglore,150,0,No info,4174,15,4,17
602,Multiple carriers,Delhi,Cochin,705,1,No info,10786,27,5,7
603,Jet Airways,Banglore,New Delhi,1420,1,In-flight meal not included,9134,15,3,8
604,Jet Airways,Delhi,Cochin,830,2,No info,13376,1,6,15
605,Air India,Banglore,New Delhi,770,1,No info,6955,21,3,22
606,Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,9,5,8
607,Air Asia,Kolkata,Banglore,150,0,No info,3807,1,4,20
608,Jet Airways,Kolkata,Banglore,1315,1,In-flight meal not included,9663,1,5,14
609,Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,12373,9,5,2
610,SpiceJet,Banglore,Delhi,175,0,No info,4991,1,5,21
611,Air India,Delhi,Cochin,1215,1,No info,6745,21,3,23
612,Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,10262,15,6,23
613,Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,6540,27,3,17
614,SpiceJet,Kolkata,Banglore,150,0,No info,3873,6,4,17
615,Jet Airways,Delhi,Cochin,1270,1,No info,15554,9,5,22
616,IndiGo,Kolkata,Banglore,155,0,No info,4804,27,5,20
617,Jet Airways,Delhi,Cochin,1240,1,In-flight meal not included,7438,27,3,23
618,Air Asia,Banglore,Delhi,170,0,No info,6181,3,5,5
619,Multiple carriers,Delhi,Cochin,390,1,No info,9424,1,5,19
620,Air India,Banglore,New Delhi,1800,2,No info,12725,12,3,17
621,Air India,Banglore,New Delhi,790,1,No info,6046,15,3,8
622,SpiceJet,Banglore,Delhi,175,0,No info,3971,15,6,21
623,Jet Airways,Kolkata,Banglore,1080,1,No info,12692,6,6,20
624,IndiGo,Delhi,Cochin,480,1,No info,7451,6,3,14
625,Jet Airways,Banglore,New Delhi,525,1,No info,13817,12,3,23
626,Jet Airways,Kolkata,Banglore,750,1,In-flight meal not included,10703,6,5,10
627,Jet Airways,Banglore,New Delhi,800,1,No info,13817,12,3,21
628,Jet Airways,Banglore,New Delhi,370,1,No info,27210,15,3,23
629,Jet Airways,Kolkata,Banglore,450,1,No info,13941,18,5,21
630,Air India,Banglore,New Delhi,1155,1,No info,10246,1,3,17
631,IndiGo,Kolkata,Banglore,155,0,No info,4804,6,5,17
632,Air Asia,Kolkata,Banglore,720,1,No info,6810,6,6,23
633,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5198,1,5,8
634,Vistara,Banglore,Delhi,170,0,No info,5613,3,5,21
635,IndiGo,Mumbai,Hyderabad,85,0,No info,4784,3,3,21
636,Jet Airways,Delhi,Cochin,1385,1,In-flight meal not included,5406,21,3,20
637,Air India,Banglore,Delhi,170,0,No info,5228,27,4,13
638,Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,12898,27,5,21
639,Air India,Chennai,Kolkata,135,0,No info,4667,15,6,12
640,Jet Airways,Kolkata,Banglore,345,1,No info,14781,21,5,14
641,Vistara,Banglore,Delhi,170,0,No info,5403,21,4,10
642,Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,9899,12,6,14
643,Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,13029,21,5,19
644,Vistara,Kolkata,Banglore,1065,1,No info,9187,18,5,17
645,IndiGo,Banglore,Delhi,170,0,No info,4823,24,5,20
646,Air India,Delhi,Cochin,1305,2,No info,8665,27,3,21
647,IndiGo,Delhi,Cochin,755,1,No info,14871,6,3,8
648,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,21,6,6
649,Air India,Chennai,Kolkata,135,0,No info,4667,12,6,12
650,IndiGo,Kolkata,Banglore,235,1,No info,4226,9,4,20
651,Air India,Banglore,New Delhi,165,0,No info,7591,3,3,6
652,Jet Airways,Banglore,New Delhi,450,1,No info,19225,6,3,6
653,Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,12898,27,5,19
654,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,9,6,12
655,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,3,5,13
656,Air India,Kolkata,Banglore,1830,2,No info,12835,24,3,17
657,Jet Airways Business,Banglore,New Delhi,300,1,No info,52229,1,3,6
658,Multiple carriers,Delhi,Cochin,675,1,No info,14533,15,5,8
659,Vistara,Banglore,Delhi,170,0,No info,4668,24,6,10
660,Jet Airways,Delhi,Cochin,1145,1,No info,11822,9,4,17
661,Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,6017,27,3,22
662,Jet Airways,Delhi,Cochin,450,1,No info,14714,9,6,11
663,SpiceJet,Chennai,Kolkata,135,0,No info,3597,9,6,8
664,Air Asia,Banglore,Delhi,165,0,No info,3383,24,4,11
665,Air India,Kolkata,Banglore,765,2,No info,11642,18,5,17
666,Vistara,Banglore,Delhi,170,0,No info,5403,27,4,21
667,Air India,Delhi,Cochin,1595,2,No info,14221,3,3,17
668,Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,8586,18,5,21
669,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,12,6,9
670,Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,10262,3,6,20
671,Multiple carriers,Delhi,Cochin,840,1,No info,7888,21,5,7
672,Air India,Delhi,Cochin,1410,2,No info,8236,21,3,20
673,Air India,Delhi,Cochin,1795,2,No info,12961,6,6,13
674,Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,8586,9,5,6
675,IndiGo,Kolkata,Banglore,290,1,No info,5279,18,5,8
676,GoAir,Banglore,Delhi,165,0,No info,3419,18,6,21
677,Jet Airways,Delhi,Cochin,810,2,No info,13292,15,6,5
678,Jet Airways,Kolkata,Banglore,800,1,No info,13067,15,5,20
679,IndiGo,Chennai,Kolkata,140,0,No info,3597,3,5,13
680,Jet Airways,Delhi,Cochin,715,1,No info,15554,18,5,7
681,IndiGo,Delhi,Cochin,310,1,No info,6027,15,5,17
682,Jet Airways,Kolkata,Banglore,705,1,No info,14781,9,5,6
684,IndiGo,Banglore,Delhi,180,0,No info,3943,27,5,21
685,GoAir,Delhi,Cochin,370,1,No info,5842,12,6,7
686,IndiGo,Chennai,Kolkata,140,0,No info,4326,15,3,5
687,Multiple carriers,Delhi,Cochin,645,1,No info,8937,1,6,8
688,Air India,Chennai,Kolkata,135,0,No info,3670,21,3,12
689,IndiGo,Banglore,Delhi,175,0,No info,4823,18,6,18
690,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2071,3,4,20
691,Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,6093,27,6,15
692,Vistara,Kolkata,Banglore,1595,1,No info,11682,24,3,20
693,IndiGo,Banglore,New Delhi,285,1,No info,7774,3,3,5
694,Jet Airways,Kolkata,Banglore,1285,1,No info,13067,12,5,17
695,IndiGo,Delhi,Cochin,515,1,No info,7514,27,5,8
696,Multiple carriers,Delhi,Cochin,510,1,No info,6838,9,4,17
697,IndiGo,Chennai,Kolkata,135,0,No info,3858,18,3,13
698,Multiple carriers,Delhi,Cochin,760,1,No info,6795,15,6,13
699,Jet Airways,Delhi,Cochin,505,2,No info,16263,27,5,20
700,Air India,Kolkata,Banglore,1540,1,No info,8576,9,5,17
701,Air India,Banglore,Delhi,165,0,No info,5228,6,5,10
702,Jet Airways,Delhi,Cochin,1760,2,No info,16704,1,5,23
703,IndiGo,Kolkata,Banglore,160,0,No info,8872,24,3,20
704,GoAir,Banglore,Delhi,170,0,No info,3898,3,5,12
705,SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3332,21,3,18
706,Jet Airways,Kolkata,Banglore,435,1,In-flight meal not included,5608,21,5,10
707,Jet Airways,Kolkata,Banglore,1215,1,No info,13941,9,5,8
708,Multiple carriers,Delhi,Cochin,705,1,No info,9100,21,3,7
709,Vistara,Banglore,Delhi,155,0,No info,4878,15,6,17
710,IndiGo,Delhi,Cochin,810,1,No info,6416,1,6,7
711,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,12,5,6
712,Jet Airways,Delhi,Cochin,1475,2,No info,10976,27,3,19
713,Jet Airways,Kolkata,Banglore,1235,1,In-flight meal not included,10031,24,3,20
714,IndiGo,Kolkata,Banglore,170,0,No info,4462,18,3,5
715,IndiGo,Delhi,Cochin,275,1,No info,5073,1,4,8
716,IndiGo,Chennai,Kolkata,140,0,No info,4326,27,3,5
717,Multiple carriers Premium economy,Delhi,Cochin,705,1,No info,10161,21,3,7
718,IndiGo,Mumbai,Hyderabad,90,0,No info,3175,12,6,17
719,Vistara,Kolkata,Banglore,770,1,No info,12312,24,3,20
720,Jet Airways,Delhi,Cochin,1470,2,No info,12604,21,3,18
721,Multiple carriers,Delhi,Cochin,690,1,No info,10877,15,6,7
722,IndiGo,Kolkata,Banglore,240,1,No info,4226,18,5,6
723,Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,5406,6,4,8
724,IndiGo,Delhi,Cochin,325,1,No info,8618,15,5,2
725,IndiGo,Kolkata,Banglore,155,0,No info,4174,18,4,17
726,GoAir,Delhi,Cochin,310,1,No info,10651,1,6,14
